id,originalTitle,description,budget,genres,averageRating,averageRating.1,metascore
tt1950186,Ford v Ferrari,American car designer Carroll Shelby and driver Ken Miles battle corporate interference and the laws of physics to build a revolutionary race car for Ford in order to defeat Ferrari at the 24 Hours of Le Mans in 1966.,97600000.0,"['Action', 'Biography', 'Drama']",8.1,8.1,81.0
tt3011894,Relatos salvajes,Six short stories that explore the extremities of human behavior involving people in distress.,3300000.0,"['Comedy', 'Drama', 'Thriller']",8.1,8.1,77.0
tt0015864,The Gold Rush,"A prospector goes to the Klondike during the 1890s gold rush in hopes of making his fortune, and is smitten with a girl he sees in a dance hall.",923000.0,"['Adventure', 'Comedy', 'Drama']",8.1,8.1,90.0
tt0015324,Sherlock Jr.,"A film projectionist longs to be a detective, and puts his meagre skills to work when he is framed by a rival for stealing his girlfriend's father's pocketwatch.",,"['Action', 'Comedy', 'Romance']",8.1,8.1,
tt0978762,Mary and Max.,"In 1976 Melbourne, a lonely 8-year-old girl strikes up a correspondence with an unlikely pen pal: a severely obese 44-year-old New Yorker with Asperger's syndrome.",8240000.0,"['Animation', 'Comedy', 'Drama']",8.1,8.1,72.0
tt0077416,The Deer Hunter,The lives of a group of friends are forever changed by the Vietnam War.,15000000.0,"['Drama', 'War']",8.1,8.1,90.0
tt0046268,Le salaire de la peur,"In a decrepit South American village, four men are hired to transport an urgent nitroglycerine shipment without the equipment that would make it safe.",,"['Adventure', 'Drama', 'Thriller']",8.1,8.1,85.0
tt0017925,The General,"After being rejected by the Confederate military, not realizing it was due to his crucial civilian role, an engineer must single-handedly recapture his beloved locomotive after it is seized by Union spies and return it through enemy lines.",750000.0,"['Action', 'Adventure', 'Comedy']",8.1,8.1,
tt3315342,Logan,"In a future where mutants are nearly extinct, an elderly and weary Logan leads a quiet life. But when Laura, a mutant child pursued by scientists, comes to him for help, he must get her to safety.",97000000.0,"['Action', 'Drama', 'Sci-Fi']",8.1,8.1,77.0
tt0075148,Rocky,A small-time Philadelphia boxer gets a supremely rare chance to fight the world heavyweight champion in a bout in which he strives to go the distance for his self-respect.,960000.0,"['Drama', 'Sport']",8.1,8.1,70.0
tt0031679,Mr. Smith Goes to Washington,"A naive youth leader is appointed to fill a vacancy in the U.S. Senate. His idealistic plans promptly collide with corruption at home and subterfuge from his hero in Washington, but he tries to forge ahead despite attacks on his character.",1900000.0,"['Comedy', 'Drama']",8.1,8.1,73.0
tt0047296,On the Waterfront,"An ex-prize fighter turned New Jersey longshoreman struggles to stand up to his corrupt union bosses, including his older brother, as he starts to connect with the grieving sister of one of the syndicate's victims.",910000.0,"['Crime', 'Drama', 'Thriller']",8.1,8.1,91.0
tt0046438,Tôkyô monogatari,"An old couple visit their children and grandchildren in the city, but receive little attention.",,['Drama'],8.1,8.1,100.0
tt0325980,Pirates of the Caribbean: The Curse of the Black Pearl,"Blacksmith Will Turner teams up with eccentric pirate ""Captain"" Jack Sparrow to save Elizabeth Swann, the governor's daughter and his love, from Jack's former pirate allies, who are now undead.",140000000.0,"['Action', 'Adventure', 'Fantasy']",8.1,8.1,63.0
tt0050986,Smultronstället,"After living a life marked by coldness, an aging professor is forced to confront the emptiness of his existence.",,"['Drama', 'Romance']",8.1,8.1,88.0
tt1895587,Spotlight,"The true story of how the Boston Globe uncovered the massive scandal of child molestation and cover-up within the local Catholic Archdiocese, shaking the entire Catholic Church to its core.",20000000.0,"['Biography', 'Crime', 'Drama']",8.1,8.1,93.0
tt0113247,La haine,24 hours in the lives of three young men in the French suburbs the day after a violent riot.,2590000.0,"['Crime', 'Drama']",8.1,8.1,
tt0041959,The Third Man,"Pulp novelist Holly Martins travels to shadowy, mystifying post-war Vienna only to find himself investigating the mysterious sudden death of old friend Harry Lime.",,"['Drama', 'Film-Noir', 'Mystery']",8.1,8.1,97.0
tt0088247,The Terminator,A cyborg assassin from the future attempts to find and kill a young woman who is destined to give birth to a warrior that will lead a resistance to save humankind from extinction.,6400000.0,"['Action', 'Adventure', 'Sci-Fi']",8.1,8.1,84.0
tt15097216,Jai Bhim,"When a tribal man is arrested for a case of alleged theft, his wife turns to a human-rights lawyer to help bring justice.",,"['Crime', 'Drama']",8.6,8.6,
tt26548265,Maharaja,"A barber seeks vengeance after his home is burglarized, cryptically telling police his ""lakshmi"" has been taken, leaving them uncertain if it's a person or object. His quest to recover the elusive ""lakshmi"" unfolds.",200000000.0,"['Action', 'Crime', 'Drama']",8.3,8.3,
tt5323662,Koe no katachi,"A deaf girl, Shoko, is bullied by the popular Shoya. As Shoya continues to bully Shoko, the class turns its back on him. Shoko transfers and Shoya grows up as an outcast. Alone and depressed, the regretful Shoya finds Shoko to make amends.",,"['Animation', 'Drama']",8.2,8.2,78.0
tt0059742,The Sound of Music,A young novice is sent by her convent in 1930s Austria to become a governess to the seven children of a widowed naval officer.,8200000.0,"['Biography', 'Drama', 'Family']",8.1,8.1,63.0
tt0118715,The Big Lebowski,"Jeff ""The Dude"" Lebowski, mistaken for a millionaire of the same name, seeks restitution for his ruined rug and enlists his bowling buddies to help get it.",15000000.0,"['Comedy', 'Crime']",8.1,8.1,71.0
tt0036868,The Best Years of Our Lives,Three traumatized or physically disabled World War II veterans return home to the American Midwest to discover that they and their families have been irreparably changed making readjustment difficult.,2100000.0,"['Drama', 'Romance', 'War']",8.1,8.1,93.0
tt0050976,Det sjunde inseglet,"A knight returning to Sweden after the Crusades seeks answers about life, death, and the existence of God as he plays chess against the Grim Reaper during the Black Plague.",150000.0,"['Drama', 'Fantasy']",8.1,8.1,88.0
tt3170832,Room,"A little boy is held captive in a room with his mother since his birth, so he has never known the world outside.",13000000.0,"['Drama', 'Thriller']",8.1,8.1,86.0
tt30472557,Gekijô-ban Chensô Man Reze-hen,"A direct sequel to the first season of the series ""Chainsaw Man"", featuring Denji, a young man who co-exists with a chainsaw demon. Denji encounters a new romantic interest, but will his involvement place them both in danger?",,"['Action', 'Adventure', 'Animation']",8.4,8.4,71.0
tt0381681,Before Sunset,"Nine years after Jesse and Celine first met, they encounter each other again on the French leg of Jesse's book tour.",2700000.0,"['Drama', 'Romance']",8.1,8.1,91.0
tt0395169,Hotel Rwanda,"Paul Rusesabagina, a hotel manager, houses over a thousand Tutsi refugees during their struggle against the Hutu militia in Rwanda, Africa.",17500000.0,"['Biography', 'Drama', 'History']",8.1,8.1,79.0
tt0091763,Platoon,"Chris Taylor, a neophyte recruit in Vietnam, finds himself caught in a battle of wills between two sergeants, one good and the other evil. A shrewd examination of the brutality of war and the duality of man in conflict.",6000000.0,"['Drama', 'War']",8.1,8.1,92.0
tt0317705,The Incredibles,"While trying to lead a quiet suburban life, a family of undercover superheroes are forced into action to save the world.",92000000.0,"['Action', 'Adventure', 'Animation']",8.0,8.0,90.0
tt32916440,Marty Supreme,"Marty Mauser, a young man with a dream no one respects, goes to hell and back in pursuit of greatness.",65000000.0,"['Drama', 'Sport']",8.2,8.2,89.0
tt1028532,Hachi: A Dog's Tale,"Professor Wilson discovers a lost Akita puppy on his way home. Despite objections from his wife, Hachi endears himself to the family and grows to be Parker's loyal companion. As their bond grows deeper, a beautiful relationship unfolds.",16000000.0,"['Biography', 'Drama', 'Family']",8.1,8.1,
tt0070047,The Exorcist,"When a mysterious entity possesses a young girl, her mother seeks the help of two Catholic priests to save her life.",11000000.0,['Horror'],8.1,8.1,83.0
tt1979320,Rush,"James Hunt and Niki Lauda, two extremely skilled Formula One racers, have an intense rivalry with each other. However, it is their enmity that pushes them to their limits.",38000000.0,"['Biography', 'Drama', 'Sport']",8.1,8.1,74.0
tt0032138,The Wizard of Oz,"Young Dorothy Gale and her dog Toto are swept away by a tornado from their Kansas farm to the magical Land of Oz and embark on a quest with three new friends to see the Wizard, who can return her to her home and fulfill the others' wishes.",2777000.0,"['Adventure', 'Family', 'Fantasy']",8.1,8.1,92.0
tt0092005,Stand by Me,A writer recounts a childhood journey with his friends to find the body of a missing boy.,8000000.0,"['Adventure', 'Comedy', 'Drama']",8.1,8.1,75.0
tt0129167,The Iron Giant,A young boy befriends a giant robot from outer space that a paranoid government agent wants to destroy.,70000000.0,"['Action', 'Adventure', 'Animation']",8.1,8.1,85.0
tt0019254,La passion de Jeanne d'Arc,"In 1431, Jeanne d'Arc is placed on trial on charges of heresy, and the ecclesiastical jurists attempt to force her to recant her claims of holy visions.",,"['Biography', 'Drama', 'History']",8.1,8.1,98.0
tt0476735,Babam ve Oglum,The family of a left-wing journalist is torn apart after the military coup of Turkey in 1980.,,"['Drama', 'Family']",8.2,8.2,
tt0058946,La battaglia di Algeri,"In the 1950s, fear and violence escalate as the people of Algiers fight for independence from the French government.",800000.0,"['Drama', 'War']",8.1,8.1,96.0
tt4016934,Ah-ga-ssi,"In 1930s Korea, a girl is hired as a handmaiden to a Japanese heiress who lives a secluded life on a countryside estate. But the maid has a secret: She is a pickpocket recruited by a swindler to help seduce the Lady and steal her fortune.",10000000000.0,"['Drama', 'Romance', 'Thriller']",8.1,8.1,85.0
tt0074958,Network,"A television network cynically exploits a deranged former anchor's ravings and revelations about mass media for its own profit, but finds that his message may be difficult to control.",3800000.0,['Drama'],8.1,8.1,83.0
tt0035446,To Be or Not to Be,"During the German occupation of Poland, an acting troupe becomes embroiled in a Polish soldier's efforts to track down a German spy.",,"['Comedy', 'Romance', 'War']",8.1,8.1,86.0
tt1954470,Gangs of Wasseypur,"A clash between Sultan and Shahid Khan leads to the expulsion of Khan from Wasseypur, and ignites a deadly blood feud spanning three generations.",184000000.0,"['Action', 'Comedy', 'Crime']",8.2,8.2,89.0
tt0032551,The Grapes of Wrath,"An Oklahoma family, driven off their farm by the poverty and hopelessness of the Dust Bowl, joins the westward migration to California, suffering the misfortunes of the homeless in the Great Depression.",800000.0,['Drama'],8.1,8.1,96.0
tt4430212,Drishyam,"Desperate measures are taken by a man who tries to save his family from the dark side of the law, after they commit an unexpected crime.",9400000.0,"['Crime', 'Drama', 'Mystery']",8.2,8.2,
tt8108198,Andhadhun,"A series of mysterious events change the life of a blind pianist, who must now report a crime that he should technically know nothing of.",4500000.0,"['Crime', 'Mystery', 'Thriller']",8.2,8.2,
